Name,Disc. Date,R.A.,Dec.,z,Type,Phot.,Spec.,Radio,X-ray
SN1990ai,11/26/90,"07:20:10.37,07:20:10.39","+21:54:19.9,+21:54:19.94,+21:54:20.0",,Ib/c,1,,,
SN1990aa,9/4/90,"00:52:54,00:52:54.9,00:52:59.22","+29:01.1,+29:01:09.0,+29:01:48.3",0.017,Ic,1,7,,
SN1990W,8/19/90,"16:52:47.17,16:52:47.18,16:52:47.25","-59:12:55.0,-59:12:55.02,-59:12:55.1",0.0049,Ib/c,1,2,,
SN1990U,8/2/90,"23:04:54.96,23:04:54.92",+12:18:20.1,0.007935,Ib,1,20,,
SN1990I,4/29/90,"12:44:50.26,12:44:50.25,12:44:50.29","-40:43:36.5,-40:43:36.79,-40:43:36.8",0.0097,Ib,97,13,,
SN1990B,1/20/90,"12:36:33.86,12:36:33.84,12:36:33.83,12:36:33.87","+11:14:29.9,+11:14:29.76,+11:14:29.83,+11:14:30.1,+11:14:29.8","0.00744,0.0075",Ic,180,22,,
SN1989E,2/7/89,"13:37:38.57,13:37:38.54,13:37:38.6","+28:48:09.4,+28:48:09.66,+28:48:09.0,+28:48:09.7",0.027,Ib,1,,,
SN1988ac,12/30/88,"11:57:42,11:57:42.6,11:57:42.78","+32:17.0,+32:17:02.0,+32:17:04.8",0.010854,Ib/c?,1,,,
SN1988L,4/30/88,"14:06:21.9,14:06:21.84,14:06:21.93","+50:43:47,+50:43:47.28,+50:43:40.0,+50:43:44.8","0.00637,0.0063",Ib,1,7,,
SN1987M,9/21/87,"09:08:06,09:08:06.7,09:08:07.47","+78:05.4,+78:05:25.0,+78:05:25.1",0.0044,Ic,25,8,,
SN1987K,7/28/87,"12:43:41.17,10:36:15.08","+16:23:44.9,+37:19:27.2",0.0027,IIb,1,7,,
SN1986M,12/7/86,"23:10:24,23:10:24.4,23:10:23.38","+07:35.1,+07:35:09.0,+07:35:23.1",0.039,Ia,1,,,
SN1985F,2/28/85,"12:41:33.01,12:41:33.05","+41:09:05.9,+41:09:05.94,+41:09:06.3","0.0018,0.0018",Ib,38,1,,
SN1984L,8/28/84,"02:35:30.54,02:35:30.52,02:35:30.55,02:35:30.47","-07:09:30.3,-07:09:30.47,-07:09:30.5",0.0051,Ib,25,19,,
SN1984I,5/10/84,"13:14:36,13:14:36.9,13:14:37.19","-42:40.1,-42:40:05.0,-42:40:05.2",0.011,Ib,43,,,
SN1983V,11/25/83,"03:33:31.63,03:33:31.66","-36:08:55.0,-36:08:54.9","0.0055,0.0055",Ic,14,5,,
SN1983N,7/3/83,36:51.2,-29:54:01.7,"0.00308,0.00321,0.00171",Ib,89,5,,
SN1983I,5/11/83,"12:03:11,12:03:11.8,12:03:11.77","+44:31.2,+44:31:09.0,+44:31:00.6",0.0023,Ic,39,,,
SN1982R,10/24/82,"03:02:39.41,03:02:39.48,03:02:39.51","-22:51:01.0,-22:51:01.49,-22:51:01.4,-22:51:01.5",0.0046,Ib,1,,,
SN1976B,3/28/76,"12:26:12.2,12:26:12.24,12:26:12.3,12:26:11.91","+13:06:41,+13:06:41.4,+13:06:46.0,+13:06:44.8","0.00079,0.00078,0.00079",Ib,114,1,,
SN1972R,12/5/72,"09:21:56,09:21:56.7,09:21:57.52","+50:57.3,+50:57:20.0,+50:57:27.0",0.0021,Ib,76,,,
SN1966J,12/20/66,"10:19:45,10:19:45.8,10:19:45.41","+45:30.2,+45:30:10.0,+45:30:14.2",0.0022,Ia,93,1,,
SN1964L,12/11/64,"11:52:49.09,11:52:49.2,11:52:49.07,11:52:49.10","+44:07:45.4,+44:07:45.48,+44:07:45.1","0.00263,0.0027",Ic,61,1,,
SN1962L,11/23/62,"02:43:40,02:43:42.7,02:43:40.94","+01:23.9,+01:23:52.0,+01:23:49.7",0.004,Ic,154,1,,
SN1954A,4/10/54,"12:15:45,12:15:45.8,12:15:46.09","+36:16.2,+36:16:14.0,+36:16:05.0",0.00097,Ib,166,12,,
SN1667A,5/28/48,"23:23:26,23:23:27.9,23:23:22.8","+58:48,+58:48:42.0,+58:49:40.8",,IIb,1,1,,
